Year,Mon,day,Origin-Time - hr - (UTC),Origin-Time - min - (UTC),Origin-Time - sec - (UTC),Latitude - ∞N,Longitude - ∞E,Depth - (Km),Magnitude - (Richter scale)
2016,10,17,1,56,24.2,36.72,70.7,263,4.4
2016,10,17,5,40,0.5,36.97,71.52,230,4.5
2016,10,17,7,14,51.4,32.87,94.56,33,5.9
2016,10,18,21,31,31.7,22.63,92.6,10,3.1
2016,10,19,7,20,47,24.84,91.08,14,4.4
2016,10,19,23,57,16.7,33,94.79,10,4.3
2016,10,20,0,40,5,36.02,71.65,100,5.1
2016,10,20,4,53,48.9,30.85,69.6,10,4.7
2016,10,21,13,4,56.7,24.88,91.08,10,3.8
2016,10,21,23,31,21.1,37.71,71.79,182,4.7
2016,10,22,6,0,19.2,24.79,94.08,36,3.9
2016,10,23,0,28,51.9,34.74,72.42,33,3.1
2016,10,23,10,3,25.7,36.56,70.78,225,4.4
2016,10,23,15,56,40,25.81,90.25,7,4.7
2016,10,24,0,56,25.6,36.9,71.82,100,3.7
2016,10,24,6,31,32.5,37.38,72.23,251,4.4
2016,10,24,10,51,54.7,34.31,72.11,10,4.2
2016,10,25,4,16,34.4,36.4,70.79,207,4.4
2016,10,25,22,0,39,7.88,91.95,41,4.7
2016,10,26,2,22,0.8,22.95,94.31,100,4.8
2016,10,26,6,29,7.3,23.23,92.78,11,5
2016,10,27,8,50,11.3,29.85,80.15,32,3.3
2016,10,29,17,47,12.6,21.79,93.55,30,3.9
2016,10,30,23,57,12.3,36.3,71.11,200,4.2
2016,10,31,22,55,3.5,26.27,95.06,69,3.4
2016,11,3,4,6,57.5,23.45,70.15,17,3.3
2016,11,6,1,44,24.7,35.78,68.8,100,4.3
2016,11,8,0,14,45,36.87,70.78,200,4
2016,11,8,0,37,24.5,26.54,93.01,53,3.6
2016,11,11,8,25,4.5,26.51,92.57,40,3.5
2016,11,11,11,23,45.2,36.61,77.39,100,4.2
2016,11,11,16,20,11.3,7.19,91.9,30,3.5
2016,11,11,19,34,46,37.74,69.2,50,3.6
2016,11,13,21,22,24.6,10.45,93.67,10,3.9
2016,11,14,13,14,51.7,37.39,71.56,100,4.9
2016,11,15,2,10,22.2,24.67,92.38,28,4.7
2016,11,15,14,27,16.7,24.6,93.66,38,3.2
2016,11,15,16,2,49.2,36.71,70.57,200,5.6
2016,11,15,17,3,50.4,37.65,72,200,3.9
2016,11,16,5,7,45.7,31.43,75.78,10,3.7
2016,11,16,22,59,24.2,27.75,76.56,10,4.5
2016,11,17,4,10,39.9,26.41,93.34,30,3.4
2016,11,17,19,33,19.7,36.97,70.67,10,3.9
2016,11,17,21,45,51,32.59,96.57,10,4.6
2016,11,18,6,54,33.4,36.7,71.22,90,4.7
2016,11,21,0,15,37.5,36.38,70.12,200,4.5
2016,11,21,18,9,18,27.99,91.74,5,4
2016,11,22,3,50,52.2,37.1,71.51,100,4.8
2016,11,22,6,26,20.7,36.51,70.92,260,4.1
2016,11,22,13,12,44.7,36.26,69.76,200,3.8
2016,11,23,2,31,1.7,30.46,78.1,10,3.4
2016,11,23,17,2,51.7,26.45,93.31,38,3.3
2016,11,23,19,57,53.7,24.69,94.7,24,3.3
2016,11,24,2,6,31.6,24.79,94.5,85,3.4
2016,11,24,14,16,38.2,33.52,72.4,10,4.3
2016,11,24,19,27,25.7,17.25,73.83,10,4.3
2016,11,25,11,17,7.3,13,92.97,10,4.6
2016,11,25,19,37,54.2,7.18,92.47,10,4.5
2016,11,27,10,21,6.5,36.8,70.58,70,4.1
2016,11,27,23,35,22.5,27.66,86.47,10,5.4
2016,11,30,22,42,53.5,31.17,77.55,10,3.4
2016,12,1,6,46,26.6,36.88,70.59,187,5
2016,12,1,16,52,48.7,29.82,80.57,13,5.2
2016,12,1,19,41,18,27.51,88.78,5,3.3
2016,12,1,22,3,4.8,25.02,94.6,17,3.5
2016,12,2,22,50,34.5,33.26,75.67,5,3.2
2016,12,3,19,42,17.2,11.06,91.76,33,4.7
2016,12,5,1,47,28.6,36.53,70.33,150,3.9
2016,12,5,5,25,57.7,23.82,94.46,124,3.9
2016,12,6,18,13,25.5,36.04,71.67,409,4.4
2016,12,7,5,21,25.7,23.4,70.5,15,3.3
2016,12,8,0,7,31,36.5,71.06,98,5.1
2016,12,8,7,46,22.7,23.45,94.62,10,4
2016,12,8,9,32,54.5,24.58,94.87,112,3.8
2016,12,8,9,41,25,23.84,93.88,94,3.4
2016,12,8,10,1,54,34.35,68.61,15,4.8
2016,12,8,14,34,52,33.9,69.08,10,4.4
2016,12,9,17,53,16.7,36.56,70.51,255,3.9
2016,12,11,1,57,27.2,25.73,91.9,5,3.9
2016,12,11,11,6,17.7,29.18,77.9,10,3.1
2016,12,11,19,43,11,25.32,91.07,33,3.6
2016,12,12,2,21,39.4,30.93,78.02,5,3.2
2016,12,12,7,48,55.9,26.34,93.34,35,3.3
2016,12,13,22,41,38.2,30.95,77.99,10,3.5
2016,12,15,3,44,13.3,22.84,94.17,119,4.6
2016,12,15,9,55,9.6,36.69,70.9,260,5.3
2016,12,17,3,50,1.2,36.51,70.56,200,4.5
2016,12,17,17,25,55.4,34.32,73.86,10,4.5
2016,12,18,2,16,8.5,29.36,94.87,33,3.6
2016,12,19,4,31,56.7,30.89,77.96,10,3.2
2016,12,19,17,14,0.6,24.87,94.28,92,3.1
2016,12,20,7,1,18.5,26.29,93.23,34,3.7
2016,12,20,21,32,46,36.37,71.28,233,3.6
2016,12,21,21,53,27.2,25.18,93.95,11,3.6
2016,12,23,4,56,13.8,12.23,92.31,17,4.1
2016,12,25,7,58,48,36.66,70.63,250,3.8
2016,12,26,8,45,47.7,30.89,77.95,10,3.2
2016,12,26,16,17,14.8,25.73,74.24,10,3.3
2016,12,26,17,25,42.9,22.73,94.52,90,4.6
2016,12,26,22,26,52.4,31.6,77.25,10,3.2
2016,12,27,7,17,12.3,34.67,73.51,33,4.3
2016,12,27,10,50,16.6,13.15,93.3,6,3.9
2016,12,27,21,21,50.5,13.25,92.15,10,4.4
2016,12,28,14,25,46,36.05,69.68,262,4.8
2016,12,29,22,46,24.2,36.63,71.36,262,4.2
