the_geom,county,city_village_or_cdp,housing_type,complex_name,complex_address,units,acres,status,year,comment,conversion_date,cartodb_id,state,latitude,longitude,accuracy_score,accuracy_type,number,street,city,zip,country,source
0101000020E6100000EEED96E4806C52C0AE0CAA0D4E564440,Nassau,Valley Stream,COND,Valley Stream Town House,350 N. Corona Ave.,38,1.6,BUILT,1967,,,514,New York,40.674257,-73.695367,1,range_interpolation,350,N Corona Ave,Valley Stream,11580,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000005E126745D46B52C0D04543C6A3564440,Nassau,Valley Stream,COND,Valley Town House,281 Wheeler Ave.,29,1.3,BUILT,1965,,,515,New York,40.676873,-73.684831,0.9,range_interpolation,281,W Wheeler Ave,Valley Stream,11580,US,TIGER/Line® dataset from the US Census Bureau
0101000020E610000083BEF4F6E75F52C00A4B3CA06C564440,Nassau,Wantagh,APT,Park Avenue Gardens,3570-3620 Park Ave.,32,,BUILT,1963,,,516,New York,40.67519,-73.498533,1,rooftop,3620,Park Ave,Wantagh,11793,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000007F85CC95416952C0EF7211DF89594440,Nassau,West Hempstead,APT,---,191 Woodfield Rd.,17,0.8,BUILT,1973 E,,,518,New York,40.69952,-73.644628,1,rooftop,191,Woodfield Rd,West Hempstead,11552,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000052F355F2B16952C04EB6813B50594440,Nassau,West Hempstead,APT,Chestnut Street Apts.,227 Chestnut St.,24,0.8,BUILT,1931,,,519,New York,40.697761,-73.651486,1,rooftop,227,Chestnut St,West Hempstead,11552,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000001A321EA5126952C0278925E5EE594440,Nassau,West Hempstead,APT,West 130,130 Hempstead Ave.,150,3.7,BUILT,2012,,,521,New York,40.702603,-73.641763,1,rooftop,130,Hempstead Ave,West Hempstead,11552,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000027A25F5B3F6D52C0B56FEEAF1E514440,Nassau,Woodmere,APT,---,1100 Ward Place,12,0.1,BUILT,1926,,,522,New York,40.633749,-73.706992,1,rooftop,1100,Ward Pl,Woodmere,11598,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000D36A48DC636D52C0098B8A389D504440,Nassau,Woodmere,APT,---,9 Lafayette Pl.,13,0.1,BUILT,1922,,,523,New York,40.629798,-73.70922,1,rooftop,9,Lafayette Pl,Woodmere,11598,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000850838842A6D52C011E335AFEA504440,Nassau,Woodmere,COND,Cedar Glen,Clubside Dr. & Conklin Ave.,40,4.4,BUILT,1988,,,526,New York,40.632162,-73.70572,0.96,intersection,,Clubside Dr,Woodmere,11598,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000CAC51858C76D52C0EA77616BB6504440,Nassau,Woodmere,APT,Courteen Apts.,205 Steven Pl.,13,0.3,BUILT,1935,,,528,New York,40.630567,-73.715292,1,rooftop,205,Steven Pl,Woodmere,11598,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000004A2F6AF7AB6C52C0A626C11BD2534440,Nassau,Valley Stream,APT,Maplecrest Apts.,"780-800, 753 Rockaway Ave.",55,1.4,BUILT,1957,,,507,New York,40.6548495,-73.697996,1,subpremise,753,Rockaway Ave,Hempstead,11580,US,Google Script
0101000020E6100000423EE8D9AC6D52C0E6E786A6EC504440,Nassau,Woodmere,APT,Fairfax Hall,1 Club Dr.,84,0.9,BUILT,1931,,,529,New York,40.632222,-73.713675,1,rooftop,1,Club Dr,Woodmere,11598,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000041118B18766D52C09EEBFB7090504440,Nassau,Woodmere,APT,Fairfield Estates at Woodmere,37 Woodmere Blvd.,29,0.3,BUILT,1931,,,530,New York,40.629408,-73.710333,1,range_interpolation,37,Woodmere Blvd,Woodmere,11598,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000213F1BB96E6D52C009A69A594B514440,Nassau,Woodmere,APT,Franklin Manor,220-224 Franklin Pl.,14,0.1,BUILT,1924,,,531,New York,40.635112,-73.709883,1,rooftop,224,Franklin Pl,Woodmere,11598,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000006682E15CC36D52C0581B6327BC504440,Nassau,Woodmere,APT,Woodmere Court Apts.,821 Woodmere Ct.,13,0.3,BUILT,1935,,,533,New York,40.630742,-73.715049,1,rooftop,821,Woodmere Ct,Woodmere,11598,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000C0CE4D9B716C52C0F1D6F9B7CB4A4440,Nassau,Long Beach,COOP,---,15 New Hampshire Ave.,10,0.2,BUILT,1986,,,537,New York,40.584342,-73.694434,1,rooftop,15,New Hampshire St,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000A1664815C56B52C06F2C280CCA4A4440,Nassau,Long Beach,APT,---,658-670 W. Broadway,10,0.7,BUILT,<1964,,,538,New York,40.584291,-73.683904,1,rooftop,670,W Broadway,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000F06B2409C24C52C0C8D0B1834A664440,Suffolk,Central Islip,APT,The Haven,58 Adams Rd.,19,2.9,UC,2019,AFFORD,,1620,New York,40.799149,-73.199343,1,rooftop,58,Adams Rd,Central Islip,11722,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000097E13FDD406952C0AFEDED96E44A4440,Nassau,Long Beach,COND,---,655-663 E. Broadway,12,0.3,BUILT,1988,,,539,New York,40.585101,-73.644584,1,rooftop,663,E Broadway,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000015713AC9566A52C0992D5915E14A4440,Nassau,Long Beach,COND,---,75 E. Broadway,12,0.3,BUILT,1988,,,540,New York,40.584994,-73.661547,1,rooftop,75,E Broadway,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000FE9DEDD11B6952C02AE620E8684B4440,Nassau,Long Beach,COND,---,~275 W. Broadway,14,0.5,BUILT,1995 E,,,541,New York,40.589139,-73.642323,1,place,,,Long Beach,11561,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000CD9541B5C16A52C07C48F8DEDF4A4440,Nassau,Long Beach,COND,---,123-135 W. Broadway,14,0.5,BUILT,1995 E,,,542,New York,40.584957,-73.668073,1,rooftop,135,W Broadway,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000090D959F44E6952C0ABAFAE0AD44A4440,Nassau,Long Beach,APT,---,616-634 E. Braodway,16,0.4,BUILT,<1964,,,543,New York,40.584596,-73.645444,1,rooftop,634,E Broadway,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000D190F128956B52C03604C765DC4A4440,Nassau,Long Beach,APT,---,555-571 W. Broadway,16,0.5,BUILT,<1964,,,544,New York,40.584851,-73.680979,1,rooftop,571,W Broadway,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000537AA697186A52C063EC8497E04A4440,Nassau,Long Beach,APT,---,205 W.Broadway,16,0.2,BUILT,<1964,,,545,New York,40.584979,-73.657751,0.9,rooftop,205,E Broadway,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000004ED2FC31AD6A52C0DF88EE59D74A4440,Nassau,Long Beach,COND,---,National Blvd. & W. Broadway,18,,BUILT,1998 E,,,546,New York,40.584697,-73.666821,1,intersection,,National Blvd,Long Beach,11561,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000CAA5F10BAF6952C0546EA296E64A4440,Nassau,Long Beach,APT,---,423-433 E. Broadway,20,0.2,BUILT,<1964,,,547,New York,40.585162,-73.651309,1,rooftop,433,E Broadway,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000103B53E8BC6B52C0FC3905F9D94A4440,Nassau,Long Beach,APT,---,661 W. Broadway,25,0.2,BUILT,<1964,,,548,New York,40.584777,-73.683405,1,rooftop,661,W Broadway,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000008FC536A9686952C07094BC3AC74A4440,Nassau,Long Beach,APT,---,571 Shore Rd. & 61 Neptune Bvd,28,0.2,BUILT,<1964,,,549,New York,40.584205,-73.647013,1,rooftop,571,Shore Rd,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000004660AC6F606C52C08A58C4B0C34A4440,Nassau,Long Beach,APT,---,951 Oceanfront,32,0.3,BUILT,1975,,,551,New York,40.584097,-73.693386,1,rooftop,951,Oceanfront,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000000B2769FE986952C019028063CF4A4440,Nassau,Long Beach,APT,Admiral Arms,470 E. Broadway,35,0.3,BUILT,<1964,,,556,New York,40.584454,-73.649963,1,rooftop,470,E Broadway,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000A94F72874D6952C04B5645B8C94A4440,Nassau,Long Beach,APT,Amity Arms,643 Shore Rd.,12,0.1,BUILT,<1964,,,557,New York,40.584281,-73.645357,1,rooftop,643,Shore Rd,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000009A07B0C8AF6A52C0DB317557764B4440,Nassau,Long Beach,APT,Ansonia Apts.,105 W. Chester St.,37,0.1,BUILT,<1964,,,558,New York,40.589549,-73.666979,1,range_interpolation,105,W Chester St,Long Beach,11561,US,TIGER/Line® dataset from the US Census Bureau
0101000020E610000067F0F78BD93352C0724D81CCCE644440,Suffolk,Great River,COND,Westbrook Village (part),Christopher Dr.,100,37.8,UC,2018,SRCIT,,1636,New York,40.787561,-72.810153,1,street_center,,Christopher Dr,Center Moriches,11934,US,TIGER/Line® dataset from the US Census Bureau
0101000020E610000067F0F78BD93352C0724D81CCCE644440,Suffolk,Great River,APT,Westbrook Village (part),Christopher Dr.,48,,UC,2017,SRCIT-AFFORD,,1637,New York,40.787561,-72.810153,1,street_center,,Christopher Dr,Center Moriches,11934,US,TIGER/Line® dataset from the US Census Bureau
0101000020E610000067F0F78BD93352C0724D81CCCE644440,Suffolk,Great River,APT,Westbrook Village (part),Christopher Dr.,32,,UC,2017,SRCIT,,1638,New York,40.787561,-72.810153,1,street_center,,Christopher Dr,Center Moriches,11934,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000E2AE5E45464C52C07FDB1324B6674440,Suffolk,Hauppauge,APT,Cornerstone at Hauppauge,~2115 Joshua's Path,98,9.2,UC,2019,SRCIT,,1639,New York,40.810246,-73.191789,1,place,,,Hauppauge,11760,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000F56393FC886A52C04C8A8F4FC84A4440,Nassau,Long Beach,APT,Avalon Towers,10 W. Broadway,109,0.7,BUILT,1990,,,560,New York,40.584238,-73.664611,1,rooftop,10,W Broadway,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000055DFF945096952C05DC136E2C94A4440,Nassau,Long Beach,COND,Azores II,"769-783 Shore Rd.,65-87 Pacifc",20,0.6,BUILT,1988,,,561,New York,40.584286,-73.641191,1,rooftop,783,Shore Rd,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000003F558506626B52C01615713AC94A4440,Nassau,Long Beach,COND,Beachwalk Landing,440-450 W. Broadway,72,1.2,BUILT,1986,,,562,New York,40.584266,-73.677858,1,rooftop,450,W Broadway,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000D2C6116BF16852C0CDCCCCCCCC4A4440,Nassau,Long Beach,APT,Bell Lido,830 E. Broadway,30,0.6,BUILT,<1964,,,563,New York,40.584375,-73.639735,1,rooftop,830,E Broadway,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000BDC3EDD0B06A52C0FB03E5B67D4B4440,Nassau,Long Beach,APT,Breslin Apt.,465 National Blvd.,18,0.1,BUILT,<1964,,,565,New York,40.589774,-73.667042,1,range_interpolation,465,National Blvd,Long Beach,11561,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000C443183F8D6A52C06ADD06B5DF4A4440,Nassau,Long Beach,APT,Broadway Apts.,25 W. Broadway,142,0.5,BUILT,<1964,,,566,New York,40.584952,-73.664871,1,rooftop,25,W Broadway,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000006802A6EDC6952C0EB538EC9E24A4440,Nassau,Long Beach,APT,Country Club Towers,333 E. Broadway,72,0.5,BUILT,<1964,,,569,New York,40.585046,-73.654079,1,rooftop,333,E Broadway,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000A0DCB6EF516952C076340EF5BB4A4440,Nassau,Long Beach,APT,Crystal House,630 Shore Rd.,174,1.1,BUILT,1968,,,570,New York,40.583861,-73.645626,1,rooftop,630,Shore Rd,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000008B6B7C26FB6952C0187D0569C64A4440,Nassau,Long Beach,APT,Flamingo Terrace Apts.,261-271 Shore Rd.,12,0.2,BUILT,1949,,,572,New York,40.58418,-73.655954,1,rooftop,271,Shore Rd,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000D21DC4CE146A52C0DA1CE736E14A4440,Nassau,Long Beach,APT,Golden Gate,215 E. Broadway,93,0.2,BUILT,1928,,,575,New York,40.584998,-73.65752,1,rooftop,215,E Broadway,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000D68C0C72176B52C082397AFCDE4A4440,Nassau,Long Beach,APT,Harvey Court Apts.,315 W. Broadway,40,0.2,BUILT,1927,,,578,New York,40.58493,-73.673306,1,rooftop,315,W Broadway,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000006AF981AB3C6952C0FF03AC55BB4A4440,Nassau,Long Beach,COND,Horizon Shores,666 Shore Rd.,80,0.8,BUILT,1966,,,579,New York,40.583842,-73.644328,1,rooftop,666,Shore Rd,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000EDF2AD0FEB6952C062105839B44A4440,Nassau,Long Beach,APT,Kennedy House,10 Monroe Blvd.,103,0.6,BUILT,1967 E,,,580,New York,40.583625,-73.654972,1,rooftop,10,Monroe Blvd,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000003F1BB96E4A6B52C0DDEC0F94DB4A4440,Nassau,Long Beach,APT,Lafayette Garden Apts.,405-425 W. Broadway,38,0.6,BUILT,<1964,,,581,New York,40.584826,-73.676418,1,rooftop,425,W Broadway,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000D07B6308006952C068588CBAD64A4440,Nassau,Long Beach,COND,Leewood,70-98 Pacific Blvd.,36,0.9,BUILT,1985,,,583,New York,40.584678,-73.640627,1,rooftop,98,Pacific Blvd,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000344B02D4D46952C088BCE5EAC74A4440,Nassau,Long Beach,APT,Lincoln Shore Apts.,325-345 Shore Rd.,30,0.7,BUILT,<1964,,,585,New York,40.584226,-73.653615,1,rooftop,345,Shore Rd,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000F146E6913F6952C099F38C7DC94A4440,Nassau,Long Beach,COND,Long Beach Town House,651-659 Shore Rd.,24,0.5,BUILT,1987,,,587,New York,40.584274,-73.644505,1,rooftop,659,Shore Rd,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000B29E5A7D756A52C069A9BC1DE14A4440,Nassau,Long Beach,APT,Oakwood House,1 E. Broadway,108,0.5,BUILT,<1964,,,591,New York,40.584995,-73.663421,1,rooftop,1,E Broadway,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000007CEE04FBAF6952C093020B60CA4A4440,Nassau,Long Beach,COND,Ocean Court,425 Shore Rd.,20,0.2,BUILT,1988,,,592,New York,40.584301,-73.651366,1,rooftop,425,Shore Rd,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000009A0AF148BC4A52C050E09D7C7A664440,Suffolk,Islandia,COND,Preserve at Islandia,1239 Old Nichols Rd.,72,9.9,UC,2019,SRCIT,,1661,New York,40.800613,-73.167742,1,rooftop,1239,Old Nichols Rd,Islandia,11749,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000CA54C1A8A46B52C0DC7EF964C54A4440,Nassau,Long Beach,COND,Ocean Park Townhouse,615-627 Oceanfront & 600 W.Bwy,14,0.4,BUILT,1987,,,594,New York,40.584149,-73.681925,0.8,nearest_rooftop_match,623,Oceanfront,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000006F826F9A3E6B52C0959EE925C64A4440,Nassau,Long Beach,COND,Ocean Villas Condominium,432-462 Oceanfront,16,,BUILT,1997,,,596,New York,40.584172,-73.675696,1,rooftop,462,Oceanfront,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000266F8099EF6B52C06BD784B4C64A4440,Nassau,Long Beach,COND,Oceanwalk,780 W. Broadway,29,0.8,BUILT,1986,,,598,New York,40.584189,-73.686499,1,rooftop,780,W Broadway,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000F705F4C29D6952C029B4ACFBC74A4440,Nassau,Long Beach,APT,Plaza East,465 Shore Rd.,121,0.7,BUILT,1969,,,603,New York,40.584228,-73.650254,1,rooftop,465,Shore Rd,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000091F0BDBF416A52C0B74604E3E04A4440,Nassau,Long Beach,COND,Riverside Beach Condominiums,125 E. Broadway,98,,BUILT,2008,,,604,New York,40.584988,-73.660263,1,rooftop,125,E Broadway,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000EE3F321D3A6952C00C207C28D14A4440,Nassau,Long Beach,APT,Roosevelt Apts.,59 Roosevelt Blvd.,12,0.1,BUILT,<1964,,,606,New York,40.584508,-73.644172,1,rooftop,59,Roosevelt Blvd,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000B532E197FA6952C0E2EA0088BB4A4440,Nassau,Long Beach,APT,San Remo,270 Shore Rd.,62,1,BUILT,1955,,,607,New York,40.583848,-73.65592,1,rooftop,270,Shore Rd,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000039B9DFA1286A52C0CE6E2D93E14A4440,Nassau,Long Beach,COOP,Sea Breeze,165 E. Broadway,16,0.5,BUILT,1986,,,609,New York,40.585009,-73.65873,1,rooftop,165,E Broadway,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000F33E8EE6C86952C0871A8524B34A4440,Nassau,Long Beach,COOP,Sea Pointe Towers,360 Shore Rd.,126,0.4,BUILT,1987,,,610,New York,40.583592,-73.652887,1,rooftop,360,Shore Rd,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000F6251B0FB66A52C00684D6C3974B4440,Nassau,Long Beach,APT,Seafair Apts.,102 W. Hudson St.,22,0.2,BUILT,1967 E,,,612,New York,40.590569,-73.667362,1,rooftop,102,W Hudson St,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000080289831056A52C016DBA4A2B14A4440,Nassau,Long Beach,COOP,Seascape,250 Shore Rd.,50,0.4,BUILT,1988,,,613,New York,40.583546,-73.656567,1,rooftop,250,Shore Rd,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000EA23F0879F6A52C0DB5031CEDF4A4440,Nassau,Long Beach,COND,Seaview Condominium,51-59 W. Broadway,12,0.3,BUILT,1987,,,614,New York,40.584955,-73.665987,1,rooftop,59,W Broadway,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000008CA19C68576952C05DC136E2C94A4440,Nassau,Long Beach,COND,Shore Villas,625 Shore Rd.,16,0.5,BUILT,1987,,,618,New York,40.584286,-73.64596,1,rooftop,625,Shore Rd,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000067614F3BFC6A52C059A65F22DE4A4440,Nassau,Long Beach,APT,South Shore Apts.,251-255 W. Broadway,29,0.2,BUILT,<1964,,,622,New York,40.584904,-73.671645,1,rooftop,255,W Broadway,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000003410CB660E6A52C0CADFBDA3C64A4440,Nassau,Long Beach,APT,Sunlit Terrace Apts.,233 Shore Rd.,48,0.3,BUILT,1949,,,624,New York,40.584187,-73.657129,1,rooftop,233,Shore Rd,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000E9B985AE446952C0E486DF4DB74A4440,Nassau,Long Beach,COND,Surf East,650 Shore Rd.,117,0.7,BUILT,1972,,,625,New York,40.583719,-73.644817,1,rooftop,650,Shore Rd,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000094F6065F986952C044F7AC6BB44A4440,Nassau,Long Beach,APT,Surfview Towers,25 Franklin Blvd.,121,0.8,BUILT,1967 E,,,626,New York,40.583631,-73.649925,1,rooftop,25,Franklin Blvd,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000037177FDB136952C0B16CE690D44A4440,Nassau,Long Beach,APT,Terrace Apts.,750 E. Broadway,12,0.2,BUILT,<1964,,,627,New York,40.584612,-73.641837,1,rooftop,750,E Broadway,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000007C7F83F6EA6952C077D66EBBD04A4440,Nassau,Long Beach,APT,The Atlantis,302 E. Broadway,30,0.2,BUILT,<1964,,,628,New York,40.584495,-73.654966,1,rooftop,302,E Broadway,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000D3BEB9BF7A6B52C09BC937DBDC4A4440,Nassau,Long Beach,COND,The Boardwalk,507-523 W. Broadway,16,0.6,BUILT,1983,,,631,New York,40.584865,-73.679367,1,rooftop,523,W Broadway,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000376DC669886B52C0895E46B1DC4A4440,Nassau,Long Beach,COND,The Boardwalk II,535-545 W. Broadway,12,0.5,BUILT,1984,,,632,New York,40.58486,-73.680201,1,rooftop,545,W Broadway,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000000F7BA180ED6A52C051137D3ECA4A4440,Nassau,Long Beach,COND,The Breakers,220-230 W. Broadway,98,1.2,BUILT,1987,,,633,New York,40.584297,-73.670746,1,rooftop,230,W Broadway,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000E8DEC325C76952C07A724D81CC4A4440,Nassau,Long Beach,APT,The Royal Danelli,65 Lincoln Blvd.,120,0.5,BUILT,<1964,,,638,New York,40.584366,-73.65278,1,rooftop,65,Lincoln Blvd,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000006440F67AF76A52C07CEF6FD05E4B4440,Nassau,Long Beach,COND,The Summit,235 W. Park Ave.,48,0.5,BUILT,1987,,,639,New York,40.588831,-73.671355,1,rooftop,235,W Park Ave,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000473CD9CD8C6952C093C83EC8B24A4440,Nassau,Long Beach,COND,Tides Edge,18 Franklin Blvd.,41,0.4,BUILT,1986,,,640,New York,40.583581,-73.649219,1,rooftop,18,Franklin Blvd,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000005325CADE526B52C0E411DC48D94A4440,Nassau,Long Beach,APT,Victory Apts.,424-430 W. Broadway,48,0.3,BUILT,<1964,,,642,New York,40.584756,-73.676933,1,range_interpolation,424,W Broadway,Long Beach,11561,US,TIGER/Line® dataset from the US Census Bureau
0101000020E610000049F3C7B4366B52C07102D369DD4A4440,Nassau,Long Beach,COND,Villa Lafayette,375-385 W. Broadway,16,0.5,BUILT,1988,,,643,New York,40.584882,-73.675214,1,rooftop,385,W Broadway,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000D2C77C40A06A52C05B25581CCE4A4440,Nassau,Long Beach,COND,White Sands,50 W. Broadway,45,,BUILT,2008,,,646,New York,40.584415,-73.666031,1,rooftop,50,W Broadway,Long Beach,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000371AC05B206952C034D769A4A5624440,Nassau,Albertson,COND,Coventry Townhouse,150 I. U. Willets Rd.,14,0.5,BUILT,1987,,,647,New York,40.77068,-73.6426,1,rooftop,150,I U Willets Rd,Albertson,11507,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000091F12895F06752C041B96DDFA3604440,Nassau,Carle Place,APT,Eagle Rock Apts.,401 E. Jericho Tpke.,300,7.3,BUILT,1961,,,650,New York,40.755001,-73.624059,1,range_interpolation,401,E Jericho Tpke,Carle Place,11514,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000F67EA31D376C52C010255AF2786C4440,Nassau,Flower Hill,APT,Flower Hill Garden Apts.,24-32 Middle Neck Rd.,64,2.1,BUILT,1963,,,653,New York,40.847441,-73.690864,1,rooftop,32,Middle Neck Rd,Port Washington,11050,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000BC24CE8AA86A52C011FE45D0986B4440,Nassau,Flower Hill,COND,Harbor Village,West Shore Rd.,33,4.7,BUILT,1983,,,654,New York,40.840601,-73.666537,1,street_center,,W Shore Rd,Port Washington,11050,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000B43BA418206F52C084471B47AC674440,Nassau,Great Neck,APT,Academy Gardens,794-812 Middle Neck Rd.,40,1.2,BUILT,1948,,,659,New York,40.809945,-73.736334,1,rooftop,812,Middle Neck Rd,Great Neck,11024,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000DDD3D51D8B6D52C09B1DA9BEF3654440,Nassau,Great Neck,APT,Avalon,240 East Shore Rd.,191,4,BUILT,2017,,,661,New York,40.796501,-73.711616,1,rooftop,240,E Shore Rd,Great Neck,11023,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000008B71FE26146F52C0B4AED172A0674440,Nassau,Great Neck,APT,Ellard House,825 Middle Neck Rd.,23,0.5,BUILT,1960,,,662,New York,40.809584,-73.735605,1,rooftop,825,Middle Neck Rd,Great Neck,11024,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
