the_geom,county,city_village_or_cdp,housing_type,complex_name,complex_address,units,acres,status,year,comment,conversion_date,cartodb_id,state,latitude,longitude,accuracy_score,accuracy_type,number,street,city,zip,country,source,fixedYear
0101000020E6100000679B1BD3136F52C0F0FD0DDAAB4B4440,Nassau,Atlantic Beach,COND,Oceanview Condominiums,116-164 Albany Blvd.,30,,BUILT,1979,,,31,New York,40.591182,-73.735585,1.0,rooftop,164,Albany Blvd,Atlantic Beach,11509.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1979.0
0101000020E6100000647616BD536E52C0056F48A3024B4440,Nassau,Atlantic Beach,COND,Pebble Cove,1601-1695 Ocean Blvd.,48,12.0,BUILT,1983,,,32,New York,40.586018,-73.723861,1.0,rooftop,1695,Ocean Blvd,Atlantic Beach,11509.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1983.0
0101000020E61000001C7C6132556752C05801BEDBBC534440,Nassau,Baldwin,COOP,Baldwin Estates,2355 Pershing Blvd. & Haig St.,70,3.5,BUILT,1986,,,36,New York,40.654201,-73.614575,0.95,intersection,,Haig St,Baldwin,11510.0,US,TIGER/Line® dataset from the US Census Bureau,1986.0
0101000020E6100000FD851E317A6652C0B7EEE6A90E574440,Nassau,Baldwin,COND,Woodland Estates,Woodland Estates Dr.& Clyde Rd,62,,BUILT,1992,,,48,New York,40.680135,-73.601208,1.0,street_center,,Woodland Estates Dr,Baldwin,11510.0,US,TIGER/Line® dataset from the US Census Bureau,1992.0
0101000020E610000008043A93366752C0B08D78B29B514440,Nassau,Baldwin Harbor,COND,Barclay Condominiums,2891-2933 Grand Ave.,23,1.4,BUILT,1983,,,49,New York,40.637564000000005,-73.612706,1.0,rooftop,2933,Grand Ave,Baldwin,11510.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1983.0
0101000020E6100000CAC2D7D7BA7752C0BDAAB35A60534440,Nassau,Barnum Island,COND,Island Bay Townhouses & Marina,(end of) Jamaica Ave.,20,2.1,BUILT,2008,,,51,New York,40.651378,-73.870779,1.0,place,,,Jamaica,11405.0,US,TIGER/Line® dataset from the US Census Bureau,2008.0
0101000020E61000009D2FF65E7C6252C04ED53DB2B9544440,Nassau,Bellmore,COND,Bainbridge,2410 Farmers Ave.,20,1.0,BUILT,1982,,,53,New York,40.661916999999995,-73.538841,1.0,rooftop,2410,Farmers Ave,Bellmore,11710.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1982.0
0101000020E610000022895E46B16152C0B9A7AB3B16554440,Nassau,Bellmore,COND,Bedford Square Condominium,2370-2394 Bedford Ave.,25,,BUILT,1977,,,54,New York,40.664741,-73.526445,1.0,rooftop,2394,Bedford Ave,Bellmore,11710.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1977.0
0101000020E6100000BBB54C86E36152C022A81ABD1A564440,Nassau,Bellmore,COND,Plaza Oaks,516 Bedford Ave.,18,,BUILT,1982,,,56,New York,40.672691,-73.529512,1.0,rooftop,516,Bedford Ave,Bellmore,11710.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1982.0
0101000020E61000003944DC9C4A6152C0ED2DE57CB1554440,Nassau,Bellmore,COND,Twinview Gardens,2050-2070 Lakeview Rd.,21,,BUILT,1981,,,57,New York,40.669478999999995,-73.520179,1.0,rooftop,2050,Lakeview Rd,Bellmore,11710.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1981.0
0101000020E6100000A20DC006446E52C0E92ADD5D674F4440,Nassau,Cedarhurst,COND,Barclay Townhouses,55 Cedarhurst Ave.,11,2.9,BUILT,1983,,,58,New York,40.620342,-73.722902,1.0,rooftop,55,Cedarhurst Ave,Cedarhurst,11516.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1983.0
0101000020E61000001E87C1FC156E52C00C056C0723504440,Nassau,Cedarhurst,COND,Cedarhurst House,627-683 Chestnut St.,54,1.5,BUILT,1975 E,,,61,New York,40.626069,-73.72009200000001,1.0,rooftop,683,Chestnut St,Cedarhurst,11516.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1975.0
0101000020E61000005260014C196F52C01BBCAFCA85504440,Nassau,Cedarhurst,COOP,Chatham Square Estates,322-334 Peninsula Blvd.,14,0.9,BUILT,1987,,,63,New York,40.629083,-73.735919,1.0,rooftop,334,Peninsula Blvd,Cedarhurst,11516.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1987.0
0101000020E6100000D520CCED5E6252C017618A72695A4440,Nassau,East Meadow,APT,---,680 Evelyn Ave.,10,0.4,BUILT,1979,,,74,New York,40.706343,-73.537044,1.0,rooftop,680,Evelyn Ave,East Meadow,11554.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1979.0
0101000020E61000009B374E0AF36252C0D8BCAAB35A5A4440,Nassau,East Meadow,COOP,Meadowlane Estates,650 Newbridge Rd.,87,,BUILT,1982,,,79,New York,40.705892999999996,-73.546084,1.0,rooftop,650,Newbridge Rd,East Meadow,11554.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1982.0
0101000020E610000076DEC666476452C04451A04FE45B4440,Nassau,East Meadow,COND,The Meadows,1790 Front St.,41,,BUILT,1986,,,85,New York,40.717905,-73.566858,1.0,rooftop,1790,Front St,East Meadow,11554.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1986.0
0101000020E61000003A799109F86C52C051A2258FA7594440,Nassau,Elmont,COND,Carriage Townhomes,1601 Johnson Ave.,12,,BUILT,1997,,,97,New York,40.700426,-73.702639,1.0,rooftop,1601,Johnson Ave,Elmont,11003.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1997.0
0101000020E61000008F8AFF3BA26B52C09CC0745AB7594440,Nassau,Franklin Square,COOP,Fernwood,280 Franklin Ave.,28,2.0,BUILT,1986,,,111,New York,40.700908,-73.681777,1.0,rooftop,280,Franklin Ave,Franklin Square,11010.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1986.0
0101000020E6100000DB8827BB996852C0F05014E8135D4440,Nassau,Franklin Square,COND,The Haven,815 Franklin Ave.,19,2.0,BUILT,1988,,,113,New York,40.72717,-73.634383,0.9,rooftop,815,Franklin Ave,Garden City,11530.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1988.0
0101000020E61000004293C492726552C00D8AE6012C544440,Nassau,Freeport,APT,---,30 Brooklyn Ave.,14,0.3,BUILT,1973,,,118,New York,40.657593,-73.58511800000001,1.0,rooftop,30,Brooklyn Ave,Freeport,11520.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1973.0
0101000020E61000001D59F965306552C0020F0C207C544440,Nassau,Freeport,APT,---,40 Graffing Pl.,20,0.6,BUILT,1974,,,122,New York,40.660038,-73.581079,1.0,rooftop,40,Graffing Pl,Freeport,11520.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1974.0
0101000020E610000011DF89592F3752C0B4024356B7624440,Suffolk,Shirley,COND,Manors at the Colony Preserve,333 William Floyd Parkway,150,205.6,UC,2017,SRCIT,,1371,New York,40.77122,-72.86226500000001,1.0,rooftop,333,William Floyd Parkway Northbound,Shirley,11967.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",2017.0
0101000020E6100000CAF962EFC56552C0F38DE89E75534440,Nassau,Freeport,APT,---,231 W. Merrick Rd.,34,0.6,BUILT,1974,,,125,New York,40.652027000000004,-73.59020600000001,1.0,rooftop,231,W Merrick Rd,Freeport,11520.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1974.0
0101000020E610000035D3BD4EEA6552C0E78EFE976B534440,Nassau,Freeport,APT,---,287 W. Merrick Rd.,40,1.0,BUILT,1974,,,126,New York,40.651721,-73.592426,1.0,rooftop,287,W Merrick Rd,Freeport,11520.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1974.0
0101000020E61000000708E6E8F16552C02A1A6B7F67534440,Nassau,Freeport,APT,---,295 W. Merrick Rd.,62,,BUILT,1974,,,127,New York,40.651596000000005,-73.59289,1.0,rooftop,295,W Merrick Rd,Freeport,11520.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1974.0
0101000020E6100000B16CE690D46452C0ED9925016A504440,Nassau,Freeport,COOP,Anchorage at Freeport,Anchorage Way,160,,BUILT,1984,,,128,New York,40.628235,-73.575474,1.0,street_center,,Anchorage Way,Freeport,11520.0,US,TIGER/Line® dataset from the US Census Bureau,1984.0
0101000020E6100000C32D1F49496652C00DA837A3E6514440,Nassau,Freeport,COOP,Anchors Edge,23-47 Anchor St.,48,,BUILT,1987,,,129,New York,40.639851,-73.598223,1.0,rooftop,47,Anchor St,Freeport,11520.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1987.0
0101000020E6100000D2393FC5714252C0596DFE5F75744440,Suffolk,Terryville,APT,Vistas of Port Jefferson,588 N. Bicycle Path,244,27.3,UC,2018,SRCIT,,1378,New York,40.909832,-73.03819399999999,0.8,range_interpolation,588,Bicycle Path,Port Jefferson Station,11776.0,US,TIGER/Line® dataset from the US Census Bureau,2018.0
0101000020E6100000EE7C3F355E6552C0685DA3E540534440,Nassau,Freeport,APT,Grove Gardens,180 Guy Lombardo Ave.,22,0.7,BUILT,1974,,,142,New York,40.650418,-73.583875,1.0,rooftop,180,Guy Lombardo Ave,Freeport,11520.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1974.0
0101000020E61000005DE0F258336652C0CD94D6DF12524440,Nassau,Freeport,COND,Kristi Rose Gardens,10 Anchor St.,14,,BUILT,2017,,,150,New York,40.641201,-73.596884,1.0,rooftop,10,Anchor St,Freeport,11520.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",2017.0
0101000020E6100000C53D963E746552C0AB06616EF7524440,Nassau,Freeport,COND,Mews at Copper Beech,267 S. Ocean Ave.,16,2.0,BUILT,2006,,,154,New York,40.648176,-73.58521999999999,1.0,range_interpolation,267,S Ocean Ave,Freeport,11520.0,US,TIGER/Line® dataset from the US Census Bureau,2006.0
0101000020E610000073A0E293A93952C0DA95F14AED6C4440,Suffolk,Yaphank,COND,Country Pointe Meadows (part),Yaphank Woods Blvd&Boulevard W,225,,UC,2017,SRCIT,,1382,New York,40.8509916,-72.9009752,1.0,route,,Yaphank Woods Blvd,Brookhaven,,US,Google Script,2017.0
0101000020E6100000D3A0681EC06552C000E5EFDE51554440,Nassau,Freeport,COND,Ocean Watch at Harbor Pointe,Ocean Watch Ct.,61,,BUILT,"2008, 2015",,,158,New York,40.666561,-73.589851,1.0,street_center,,Ocean Ct,Freeport,11520.0,US,TIGER/Line® dataset from the US Census Bureau,2008.0
0101000020E610000073A0E293A93952C0DA95F14AED6C4440,Suffolk,Yaphank,COND,Country Pointe Meadows (part),Yaphank Woods Blvd&Boulevard W,30,,UC,2017,SRCIT-AFFORD,,1383,New York,40.8509916,-72.9009752,1.0,route,,Yaphank Woods Blvd,Brookhaven,,US,Google Script,2017.0
0101000020E61000009D11A5BDC16552C08657923CD7534440,Nassau,Freeport,APT,Pine Gardens,178 Pine St.,24,0.4,BUILT,1973,,,162,New York,40.655006,-73.58995,1.0,rooftop,178,Pine St,Freeport,11520.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1973.0
0101000020E6100000A69BC420B06552C0F3E32F2DEA514440,Nassau,Freeport,COND,South Bay,31 Casino St.,61,1.0,BUILT,1978,,,171,New York,40.639959000000005,-73.588875,1.0,rooftop,31,Casino St,Freeport,11520.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1978.0
0101000020E61000001E15FF77446552C03604C765DC504440,Nassau,Freeport,COOP,South Ocean Court,825 S. Ocean Ave.,20,0.9,BUILT,1986,,,173,New York,40.631726,-73.58230400000001,1.0,rooftop,825,S Ocean Ave,Freeport,11520.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1986.0
0101000020E610000042B115342D6652C01CEBE2361A524440,Nassau,Freeport,COOP,Waters Edge,116 Westend Ave.,40,,BUILT,1986,,,188,New York,40.641425,-73.596509,1.0,range_interpolation,116,Westend Ave,Freeport,11520.0,US,TIGER/Line® dataset from the US Census Bureau,1986.0
0101000020E61000009F573CF5486552C04A404CC285504440,Nassau,Freeport,COND,Wharfside,725 Miller Ave.,152,4.0,BUILT,1985,,,190,New York,40.629082000000004,-73.582578,1.0,rooftop,725,Miller Ave,Freeport,11520.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1985.0
0101000020E6100000A3E9EC64706852C0E14389963C5C4440,Nassau,Garden City,COND,Doubleday Court,301 Franklin Ave.,54,,BUILT,2015,,,196,New York,40.720599,-73.63186,1.0,rooftop,301,Franklin Ave,Garden City,11530.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",2015.0
0101000020E6100000A0185932C76852C0342E1C08C95C4440,Nassau,Garden City,COND,Plaza 7 Condominium,99 7th St.,22,0.6,BUILT,1973,,,202,New York,40.724885,-73.637158,1.0,rooftop,99,7th St,Garden City,11530.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1973.0
0101000020E610000003CDE7DCED6852C03E22A644125D4440,Nassau,Garden City,COND,"Wyndham at Garden City, East & West",100 Hilton Ave. & 9th St.,316,12.5,BUILT,1988,,,206,New York,40.72712,-73.63951800000001,0.83,intersection,,9th St,Garden City,11530.0,US,TIGER/Line® dataset from the US Census Bureau,1988.0
0101000020E61000001F317A6EA16652C05F46B1DCD25A4440,Nassau,Hempstead,APT,---,757-775 Front St.,12,0.5,BUILT,1971,,,207,New York,40.709559999999996,-73.603603,1.0,rooftop,775,Front St,Hempstead,11550.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1971.0
0101000020E6100000F1129CFA406752C07BBDFBE3BD5A4440,Nassau,Hempstead,APT,---,55 Nassau Pl.,14,0.8,BUILT,1977,,,216,New York,40.70892,-73.613341,1.0,rooftop,55,Nassau Pl,Hempstead,11550.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1977.0
0101000020E6100000C328081EDF6752C0E7FC14C7815B4440,Nassau,Hempstead,APT,---,43 Burr Ave.,14,0.4,BUILT,1972,,,217,New York,40.714898,-73.62299300000001,1.0,rooftop,43,Burr Ave,Hempstead,11550.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1972.0
0101000020E6100000228AC91B606852C00B444FCAA45A4440,Nassau,Hempstead,APT,0,30 Hilton Ave.,17,0.5,BUILT,1977,,,224,New York,40.708154,-73.630866,1.0,rooftop,30,Hilton Ave,Hempstead,11550.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1977.0
0101000020E6100000C284D1AC6C6752C0971DE21FB65A4440,Nassau,Hempstead,APT,---,27 Attorney St.,20,0.7,BUILT,1972,,,225,New York,40.708683,-73.616008,1.0,rooftop,27,Attorney St,Hempstead,11550.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1972.0
0101000020E610000034812216316852C02E8CF4A276594440,Nassau,Hempstead,APT,---,"90 Maple, 43 Evans & 30 Linden",30,1.1,BUILT,1981 E,,,228,New York,40.698933000000004,-73.627996,1.0,rooftop,90,Maple Ave,Hempstead,11550.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1981.0
0101000020E6100000B96FB54E5C6852C0DCA16131EA5A4440,Nassau,Hempstead,APT,---,77 Terrace Ave.,32,0.6,BUILT,1973,,,229,New York,40.710271999999996,-73.630634,1.0,rooftop,77,Terrace Ave,Hempstead,11550.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1973.0
0101000020E6100000B114C957026752C043E6CAA0DA5A4440,Nassau,Hempstead,APT,---,60 Hendrickson Ave.,34,0.9,BUILT,1972,,,230,New York,40.709796999999995,-73.60951800000001,1.0,rooftop,60,Hendrickson Ave,Hempstead,11550.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1972.0
0101000020E6100000EBC37AA3565552C061A8C30AB76C4440,Suffolk,Elwood,COND,Seasons at Elwood,544 Elwood Rd.,256,36.8,UC,2017,SRCIT,,1449,New York,40.849336,-73.33341300000001,1.0,rooftop,544,Elwood Rd,East Northport,11731.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",2017.0
0101000020E61000008E1F2A8D986852C09B1F7F69515B4440,Nassau,Hempstead,COND,Atrium Plaza,200 Hilton Ave.,68,1.5,BUILT,1980,,,241,New York,40.713421999999994,-73.634311,1.0,range_interpolation,200,Hilton Ave,Hempstead,11550.0,US,TIGER/Line® dataset from the US Census Bureau,1980.0
0101000020E6100000265305A3926752C0BB473657CD594440,Nassau,Hempstead,COND,Devon at Greenwich,148 Greenwich St.,40,,BUILT,2008,,,256,New York,40.701578999999995,-73.618325,1.0,rooftop,148,Greenwich St,Hempstead,11550.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",2008.0
0101000020E6100000E76D6C76A46752C0D4F20357795A4440,Nassau,Hempstead,APT,House Beautiful Apts.,380 Front St.,121,1.4,BUILT,1973 E,,,269,New York,40.706828,-73.619413,1.0,rooftop,380,Front St,Hempstead,11550.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1973.0
0101000020E6100000DD28B2D6506752C03D0CAD4ECE584440,Nassau,Hempstead,APT,Jeffrey Apts.,270 Baldwin Rd.,15,0.4,BUILT,1973 E,,,271,New York,40.693796,-73.61430899999999,1.0,rooftop,270,Baldwin Rd,Hempstead,11550.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1973.0
0101000020E6100000D68EE21C755A52C09A94826E2F6D4440,Suffolk,Huntington Station,APT,Columbia Terrace,215 Lowndes Ave. & Columbia St,14,0.9,UC,2019,AFFORD,,1475,New York,40.85301,-73.413398,0.97,intersection,,Columbia St,Huntington Station,11746.0,US,TIGER/Line® dataset from the US Census Bureau,2019.0
0101000020E6100000D177B7B2446852C09BA9108FC45B4440,Nassau,Hempstead,APT,Metro 303,303 Main St.,166,1.8,BUILT,2012,,,276,New York,40.716936,-73.629193,1.0,rooftop,303,Main St,Hempstead,11550.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",2012.0
0101000020E61000006902452C626752C0043C69E1B25A4440,Nassau,Hempstead,APT,Village Lofts,479 Front St.,29,,BUILT,2014,,,298,New York,40.708584,-73.615367,1.0,rooftop,479,Front St,Hempstead,11550.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",2014.0
0101000020E610000029ECA2E8816C52C045662E7079524440,Nassau,Hewlett,COND,Jonathan Hall,1534 Broadway,36,2.3,BUILT,1973,,,314,New York,40.644331,-73.695429,1.0,rooftop,1534,Broadway,Hewlett,11557.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1973.0
0101000020E6100000E3E0D231E76C52C046EF54C03D514440,Nassau,Hewlett,COND,The Gables,1180 E. Broadway,12,,BUILT,1989,,,316,New York,40.634696999999996,-73.701611,1.0,rooftop,1180,E Broadway,Hewlett,11557.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1989.0
0101000020E61000004FC939B1876F52C000E5EFDE514F4440,Nassau,Inwood,COOP,Franton Townhouses,29-41 Provenzano St.,15,,BUILT,1985,,,319,New York,40.619686,-73.742657,1.0,rooftop,41,Provenzano St,Inwood,11096.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1985.0
0101000020E61000007EFE7BF0DA6E52C0BFB67EFACF4E4440,Nassau,Lawrence,COND,Lawrence Mews,269 Central Ave.,10,0.5,BUILT,1975 E,,,331,New York,40.615722,-73.732113,1.0,rooftop,269,Central Ave,Lawrence,11559.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1975.0
0101000020E61000000EDDEC0F946E52C006854199464F4440,Nassau,Lawrence,COND,The Carlyle,376 Central Ave.,71,,BUILT,1983,,,336,New York,40.619341999999996,-73.727787,1.0,rooftop,376,Central Ave,Lawrence,11559.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1983.0
0101000020E610000091F12895F06E52C094A46B26DF4E4440,Nassau,Lawrence,COND,The Regency,260 Central Ave.,138,4.0,BUILT,2015,,,340,New York,40.616184999999994,-73.733434,1.0,rooftop,260,Central Ave,Lawrence,11559.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",2015.0
0101000020E6100000A2D0B2EE1F6152C0C405A051BA5C4440,Nassau,Levittown,APT,Brixton Lane,3174-3181 Brixton La.,28,2.0,BUILT,<1970,,,343,New York,40.724436,-73.517574,1.0,rooftop,3181,Brixton Ln,Levittown,11756.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1970.0
0101000020E61000004757E9EE3A6052C01686C8E9EB5B4440,Nassau,Levittown,APT,Cambridge Village,43-87 Old Oak La. & Acorn La.,82,4.0,BUILT,<1970,,,344,New York,40.718137,-73.503597,0.93,intersection,,Acorn Ln,Levittown,11756.0,US,TIGER/Line® dataset from the US Census Bureau,1970.0
0101000020E61000002121CA17B46152C0D9960167295D4440,Nassau,Levittown,APT,Levittown Gardens,100-112 Division Ave.,50,2.4,BUILT,<1970,,,346,New York,40.727826,-73.526617,1.0,rooftop,112,Division Ave,Levittown,11756.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1970.0
0101000020E6100000F52EDE8FDB6952C0B43C0FEECE504440,Nassau,Oceanside,APT,Ocean Crest Apts.,3231-3251 Royal Ave.,24,,BUILT,<1970,,,399,New York,40.631315,-73.654026,1.0,rooftop,3251,Royal Ave,Oceanside,11572.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1970.0
0101000020E6100000C861307F855F52C0871A8524B35C4440,Nassau,Levittown,APT,Yorkshire Village,34-48 Longfellow Ave.,40,2.3,BUILT,1975 E,,,350,New York,40.724216999999996,-73.49252299999999,1.0,rooftop,48,Longfellow Ave,Levittown,11756.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1975.0
0101000020E610000079944A78426B52C0EB1ED95C35534440,Nassau,Lynbrook,APT,---,151 Union Ave.,50,1.1,BUILT,1970,,,356,New York,40.650065999999995,-73.67593199999999,1.0,rooftop,151,Union Ave,Lynbrook,11563.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1970.0
0101000020E6100000EFC8586DFE6A52C0B2BAD573D2534440,Nassau,Lynbrook,COND,Coachlight Square Condominium,114 Atlantic Ave & Sunrise Hwy,89,,BUILT,1996,,,360,New York,40.65486,-73.671779,0.8,intersection,,Atlantic Ave,Lynbrook,11563.0,US,TIGER/Line® dataset from the US Census Bureau,1996.0
0101000020E6100000DEE522BE135052C02E043928615C4440,Suffolk,Bay Shore,APT,Bay Park,28-34 Park Ave.,75,1.2,UC,2019,SRCIT-AFFORD,,1528,New York,40.721715,-73.251205,1.0,rooftop,34,Park Ave,Bay Shore,11706.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",2019.0
0101000020E61000000B9C6C03776852C08481E7DEC3534440,Nassau,Oceanside,APT,South Nassau Hospital,565 Merrick Rd.,22,,BUILT,2006,,,393,New York,40.654415,-73.632264,0.9,rooftop,565,Merrick Rd,Rockville Centre,11570.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",2006.0
0101000020E610000032B08EE3876352C07D76C075C5544440,Nassau,Merrick,COOP,Merrick Manor,1930 Sunrise Hwy.,41,,BUILT,1987,,,376,New York,40.662276,-73.55516899999999,1.0,range_interpolation,1930,Sunrise Hwy,Merrick,11566.0,US,TIGER/Line® dataset from the US Census Bureau,1987.0
0101000020E610000003B2D7BB3F6252C029232E008D584440,Nassau,North Bellmore,APT,Manor Gardens,2619 Jerusalem Ave.,24,,BUILT,1973 E,,,378,New York,40.691803,-73.53514,1.0,rooftop,2619,Jerusalem Ave,Bellmore,11710.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1973.0
0101000020E610000063B66455846252C03B71395E81584440,Nassau,North Bellmore,APT,North Bellmore Garden Apts.,2511 Jerusalem Ave.,14,,BUILT,1972,,,379,New York,40.691448,-73.539327,1.0,rooftop,2511,Jerusalem Ave,Bellmore,11710.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1972.0
0101000020E61000003602F1BA7E6452C02D99637957574440,Nassau,North Merrick,COOP,Barclay Townhouses Phase 1,William St.,10,,BUILT,1988,,,381,New York,40.682357,-73.570235,1.0,street_center,,William St,Merrick,11566.0,US,TIGER/Line® dataset from the US Census Bureau,1988.0
0101000020E61000001D93C5FD476452C049809A5AB6584440,Nassau,North Merrick,COOP,Barclay Townhouses Phase 2,1425 Jerusalem Ave.,37,,BUILT,1988,,,382,New York,40.693065000000004,-73.56689399999999,1.0,rooftop,1425,Jerusalem Ave,Merrick,11566.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1988.0
0101000020E6100000C713419C876D52C08C4B55DAE2564440,Nassau,North Valley Stream,COND,Cameo Townhouses,1595 N. Central Ave.,52,3.2,BUILT,1983,,,384,New York,40.678798,-73.711402,1.0,rooftop,1595,N Central Ave,Valley Stream,11580.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1983.0
0101000020E61000005073F222136152C0390F27309D584440,Nassau,North Wantagh,COND,Stanford Court,Stanford Ct. & Jerusalem Ave.,84,7.0,BUILT,1985,,,390,New York,40.692296999999996,-73.516793,0.95,intersection,,Jerusalem Ave,Wantagh,11793.0,US,TIGER/Line® dataset from the US Census Bureau,1985.0
0101000020E61000001FD8F15F206052C012F5824F735A4440,Nassau,North Wantagh,COND,Wantagh Oaks,689-729 Wantagh Ave.,20,,BUILT,1984,,,391,New York,40.706644,-73.501976,1.0,rooftop,689,Wantagh Ave,Wantagh,11793.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1984.0
0101000020E6100000EA40D653AB6052C0E1B54B1B0E554440,Nassau,North Wantagh,COND,Willow Wood,Willow Wood La.& Jerusalem Av.,185,,BUILT,1985,,,392,New York,40.664493,-73.51045699999999,1.0,street_center,,Willow St,Wantagh,11793.0,US,TIGER/Line® dataset from the US Census Bureau,1985.0
0101000020E610000032E9EFA5F06852C05BED612F14504440,Nassau,Oceanside,COND,Alhambra Condominium,Alhambra Dr. & Long Beach Rd.,108,,BUILT,1974,,,394,New York,40.625616,-73.639688,1.0,intersection,,Alhambra Dr,Oceanside,11572.0,US,TIGER/Line® dataset from the US Census Bureau,1974.0
0101000020E610000044183F8D7B6852C0902E36AD14524440,Nassau,Oceanside,COND,Brower Oakview Condominium,203 Oakview Ave. & Brower Ave.,42,0.4,BUILT,1984,,,396,New York,40.641256,-73.632541,0.96,intersection,,Brower Ave,Oceanside,11572.0,US,TIGER/Line® dataset from the US Census Bureau,1984.0
0101000020E6100000EE76BD34456952C01C0A9FAD834F4440,Nassau,Oceanside,COOP,Oceanside Cove (part),100 Daly Blvd. & Cove Dr.,378,48.0,BUILT,1986,,,402,New York,40.621206,-73.644849,1.0,rooftop,100,Daly Blvd,Oceanside,11572.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1986.0
0101000020E61000008A7269FCC26852C0338B506C05534440,Nassau,Oceanside,COND,The Glen,15 Franklin Pl.& Long Beach Rd,23,0.9,BUILT,1985,,,406,New York,40.648603,-73.636901,1.0,rooftop,15,Franklin Pl,Oceanside,11572.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1985.0
0101000020E610000052BAF42F496952C049DA8D3EE6514440,Nassau,Oceanside,COND,Villas at Oceanside,140 Atlantic Ave.,25,,BUILT,1992,,,409,New York,40.639839,-73.645092,1.0,rooftop,140,Atlantic Ave,Oceanside,11572.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",1992.0
